team,year,opponent,home,neutral,away,points_team,points_opponent,possession_team,possession_opponent,ppp_off_team,ppp_def_team,ppp_off_opp,ppp_def_opp,game_id
alabama-am,2026,Arkansas Baptist,True,False,False,67.0,59.0,73.76,75.68,0.908351409978308,0.779598308668076,0.779598308668076,0.908351409978308,20251213alabamaamarkansasbaptist
alabama-am,2026,North Alabama,True,False,False,68.0,60.0,65.64,66.48,1.035953686776356,0.9025270758122743,0.9025270758122743,1.035953686776356,20251215alabamaamnorthalabama
alabama-am,2026,Ole Miss,False,True,False,66.0,80.0,65.8,62.2,1.0030395136778116,1.2861736334405145,1.2861736334405145,1.0030395136778116,20251217alabamaamolemiss
alabama-am,2026,Chattanooga,True,False,False,66.0,73.0,65.12,62.04,1.0135135135135134,1.1766602192134108,1.1766602192134108,1.0135135135135134,20251221alabamaamchattanooga
alabama-am,2026,Fisk,True,False,False,90.0,58.0,73.88,72.36,1.2181916621548459,0.8015478164731896,0.8015478164731896,1.2181916621548459,20251230alabamaamfisk
alabama-am,2026,Arkansas–Pine Bluff,False,False,True,83.0,95.0,62.32,68.44,1.3318356867779204,1.3880771478667446,1.3880771478667446,1.3318356867779204,20260103alabamaamarkansas–pinebluff
alabama-am,2026,Mississippi Valley State,False,False,True,71.0,51.0,71.2,69.92,0.997191011235955,0.7294050343249427,0.7294050343249427,0.997191011235955,20260105alabamaammississippivalleystate
alabama-am,2026,Alcorn State,True,False,False,62.0,64.0,65.48,64.72,0.946854001221747,0.9888751545117429,0.9888751545117429,0.946854001221747,20260110alabamaamalcornstate
alabama-am,2026,Jackson State,True,False,False,100.0,91.0,81.92,79.64,1.220703125,1.142641888498242,1.142641888498242,1.220703125,20260112alabamaamjacksonstate
alabama-am,2026,Alabama State,False,True,False,73.0,69.0,69.76,71.48,1.0464449541284402,0.9653049804141018,0.9653049804141018,1.0464449541284402,20260119alabamaamalabamastate
alabama-am,2026,Texas Southern,False,False,True,74.0,89.0,68.8,66.56,1.0755813953488373,1.3371394230769231,1.3371394230769231,1.0755813953488373,20260124alabamaamtexassouthern
alabama-am,2026,Prairie View A&M,False,False,True,80.0,60.0,66.72,70.28,1.1990407673860912,0.8537279453614115,0.8537279453614115,1.1990407673860912,20260127alabamaamprairieviewa&m
alabama-state,2026,Florida State,False,False,True,64.0,101.0,79.36,79.16,0.8064516129032259,1.2758969176351693,1.2758969176351693,0.8064516129032259,20251107alabamastatefloridastate
alabama-state,2026,UAB,False,False,True,77.0,74.0,73.8,76.92,1.043360433604336,0.9620384815392615,0.9620384815392615,1.043360433604336,20251111alabamastateuab
alabama-state,2026,VU Lynchburg,True,False,False,124.0,68.0,92.52,94.12,1.3402507565931692,0.7224819379515511,0.7224819379515511,1.3402507565931692,20251114alabamastatevulynchburg
alabama-state,2026,Colorado,False,False,True,66.0,94.0,72.28,69.84,0.9131156613171002,1.3459335624284077,1.3459335624284077,0.9131156613171002,20251117alabamastatecolorado
alabama-state,2026,Air Force,False,False,True,64.0,66.0,68.36,64.12,0.9362200117027502,1.0293200249532126,1.0293200249532126,0.9362200117027502,20251119alabamastateairforce
alabama-state,2026,IU Indy,False,True,False,101.0,80.0,79.56,83.52,1.269482151835093,0.9578544061302683,0.9578544061302683,1.269482151835093,20251121alabamastateiuindy
alabama-state,2026,SIU Edwardsville,False,True,False,68.0,83.0,68.64,72.2,0.9906759906759907,1.149584487534626,1.149584487534626,0.9906759906759907,20251123alabamastatesiuedwardsville
alabama-state,2026,New Mexico,False,False,True,87.0,93.0,69.8,72.72,1.2464183381088825,1.278877887788779,1.278877887788779,1.2464183381088825,20251126alabamastatenewmexico
alabama-state,2026,UT Martin,False,False,True,64.0,74.0,67.36,66.12,0.9501187648456058,1.1191772534785238,1.1191772534785238,0.9501187648456058,20251207alabamastateutmartin
alabama-state,2026,Missouri,False,False,True,77.0,85.0,64.28,62.04,1.1978842563783447,1.3700838168923275,1.3700838168923275,1.1978842563783447,20251211alabamastatemissouri
alabama-state,2026,Cincinnati,False,False,True,51.0,88.0,70.28,71.8,0.7256687535571997,1.2256267409470754,1.2256267409470754,0.7256687535571997,20251217alabamastatecincinnati
alabama-state,2026,Memphis,False,False,True,67.0,88.0,71.68,69.92,0.9347098214285713,1.2585812356979404,1.2585812356979404,0.9347098214285713,20251222alabamastatememphis
alabama-state,2026,Mississippi State,False,False,True,56.0,94.0,68.96000000000001,69.16,0.8120649651972157,1.359167148640833,1.359167148640833,0.8120649651972157,20251229alabamastatemississippistate
alabama-state,2026,Mississippi Valley State,False,False,True,89.0,69.0,71.2,72.0,1.25,0.9583333333333334,0.9583333333333334,1.25,20260103alabamastatemississippivalleystate
alabama-state,2026,Arkansas–Pine Bluff,False,False,True,79.0,90.0,74.44,74.03999999999999,1.061257388500806,1.2155591572123179,1.2155591572123179,1.061257388500806,20260105alabamastatearkansas–pinebluff
alabama-state,2026,Jackson State,True,False,False,64.0,75.0,76.24,77.08,0.8394543546694649,0.9730150492994292,0.9730150492994292,0.8394543546694649,20260110alabamastatejacksonstate
alabama-state,2026,Alcorn State,True,False,False,81.0,66.0,71.44,71.04,1.133818589025756,0.929054054054054,0.929054054054054,1.133818589025756,20260112alabamastatealcornstate
alabama-state,2026,Alabama A&M,False,True,False,69.0,73.0,71.48,69.76,0.9653049804141018,1.0464449541284402,1.0464449541284402,0.9653049804141018,20260119alabamastatealabamaa&m
alabama-state,2026,Prairie View A&M,False,False,True,95.0,80.0,80.12,77.96000000000001,1.18572141787319,1.026167265264238,1.026167265264238,1.18572141787319,20260124alabamastateprairieviewa&m
alabama-state,2026,Texas Southern,False,False,True,64.0,96.0,72.76,71.44,0.879604178119846,1.343784994400896,1.343784994400896,0.879604178119846,20260127alabamastatetexassouthern
albany-ny,2026,Marquette,False,False,True,53.0,80.0,79.16,75.16,0.6695300656897423,1.06439595529537,1.06439595529537,0.6695300656897423,20251103albanynymarquette
albany-ny,2026,Massachusetts,False,False,True,62.0,83.0,74.12,73.2,0.836481381543443,1.133879781420765,1.133879781420765,0.836481381543443,20251108albanynymassachusetts
albany-ny,2026,SUNY Delhi,True,False,False,115.0,52.0,78.52,79.04,1.4645950076413654,0.6578947368421052,0.6578947368421052,1.4645950076413654,20251111albanynysunydelhi
albany-ny,2026,Rhode Island,False,False,True,61.0,80.0,63.16,68.32,0.9658011399620013,1.1709601873536302,1.1709601873536302,0.9658011399620013,20251114albanynyrhodeisland
albany-ny,2026,Paul Smith's,True,False,False,106.0,57.0,74.84,73.4,1.4163548904329235,0.7765667574931879,0.7765667574931879,1.4163548904329235,20251118albanynypaulsmith's
albany-ny,2026,Siena,False,False,True,63.0,73.0,60.92,61.8,1.0341431385423505,1.1812297734627832,1.1812297734627832,1.0341431385423505,20251121albanynysiena
albany-ny,2026,Colgate,False,True,False,67.0,69.0,65.32,63.96,1.0257195345988979,1.0787992495309568,1.0787992495309568,1.0257195345988979,20251128albanynycolgate
albany-ny,2026,Fordham,False,True,False,68.0,88.0,69.72,67.24,0.9753298909925416,1.3087447947650208,1.3087447947650208,0.9753298909925416,20251129albanynyfordham
albany-ny,2026,SUNY Oneonta,False,True,False,90.0,62.0,75.24,75.04,1.1961722488038278,0.8262260127931769,0.8262260127931769,1.1961722488038278,20251130albanynysunyoneonta
albany-ny,2026,Columbia,False,False,True,65.0,93.0,72.88,72.36,0.8918770581778266,1.285240464344942,1.285240464344942,0.8918770581778266,20251206albanynycolumbia
albany-ny,2026,Yale,False,True,False,82.0,93.0,74.36,71.96000000000001,1.102743410435718,1.2923846581434129,1.2923846581434129,1.102743410435718,20251210albanynyyale
albany-ny,2026,Florida Atlantic,False,False,True,79.0,105.0,79.8,82.24,0.9899749373433584,1.276750972762646,1.276750972762646,0.9899749373433584,20251213albanynyfloridaatlantic
albany-ny,2026,Stony Brook,False,False,True,71.0,55.0,68.92,67.72,1.0301799187463725,0.8121677495569994,0.8121677495569994,1.0301799187463725,20251217albanynystonybrook
albany-ny,2026,Cornell,True,False,False,75.0,83.0,62.08,61.16,1.2081185567010309,1.3570961412688032,1.3570961412688032,1.2081185567010309,20251221albanynycornell
albany-ny,2026,South Carolina,False,False,True,67.0,96.0,67.52,63.480000000000004,0.9922985781990522,1.5122873345935728,1.5122873345935728,0.9922985781990522,20251230albanynysouthcarolina
albany-ny,2026,UMass Lowell,False,False,True,71.0,83.0,71.72,69.48,0.9899609592861127,1.1945883707541738,1.1945883707541738,0.9899609592861127,20260103albanynyumasslowell
albany-ny,2026,Bryant,True,False,False,71.0,46.0,58.6,59.04,1.21160409556314,0.7791327913279132,0.7791327913279132,1.21160409556314,20260110albanynybryant
albany-ny,2026,Binghamton,True,False,False,69.0,53.0,63.4,64.04,1.0883280757097793,0.8276077451592754,0.8276077451592754,1.0883280757097793,20260115albanynybinghamton
albany-ny,2026,Vermont,True,False,False,75.0,68.0,67.56,68.6,1.1101243339253997,0.9912536443148688,0.9912536443148688,1.1101243339253997,20260119albanynyvermont
albany-ny,2026,Maine,False,False,True,49.0,52.0,57.52,58.92,0.8518776077885952,0.8825526137135098,0.8825526137135098,0.8518776077885952,20260122albanynymaine
albany-ny,2026,New Hampshire,False,False,True,72.0,80.0,65.12,64.48,1.1056511056511056,1.2406947890818858,1.2406947890818858,1.1056511056511056,20260124albanynynewhampshire
albany-ny,2026,NJIT,True,False,False,68.0,77.0,69.16,68.04,0.9832272990167727,1.1316872427983538,1.1316872427983538,0.9832272990167727,20260129albanynynjit
alcorn-state,2026,Florida State,False,False,True,76.0,108.0,75.88,75.0,1.0015814443858726,1.44,1.44,1.0015814443858726,20251104alcornstatefloridastate
alcorn-state,2026,South Alabama,False,False,True,70.0,76.0,68.84,72.88,1.0168506682161533,1.0428100987925357,1.0428100987925357,1.0168506682161533,20251106alcornstatesouthalabama
alcorn-state,2026,Minnesota,False,False,True,50.0,95.0,70.6,69.28,0.708215297450425,1.3712471131639723,1.3712471131639723,0.708215297450425,20251108alcornstateminnesota
alcorn-state,2026,Maryland,False,False,True,64.0,84.0,73.84,72.88,0.866738894907909,1.1525795828759606,1.1525795828759606,0.866738894907909,20251111alcornstatemaryland
alcorn-state,2026,Howard,False,False,True,64.0,72.0,68.28,64.36,0.9373169302870533,1.1187072715972655,1.1187072715972655,0.9373169302870533,20251113alcornstatehoward
alcorn-state,2026,Louisiana State,False,False,True,81.0,107.0,73.84,74.16,1.0969664138678223,1.4428263214670982,1.4428263214670982,1.0969664138678223,20251118alcornstatelouisianastate
alcorn-state,2026,Oklahoma,False,False,True,53.0,72.0,69.52,67.32,0.7623705408515535,1.0695187165775402,1.0695187165775402,0.7623705408515535,20251123alcornstateoklahoma
alcorn-state,2026,Indiana State,False,True,False,81.0,74.0,76.92,85.0,1.0530421216848673,0.8705882352941177,0.8705882352941177,1.0530421216848673,20251128alcornstateindianastate
alcorn-state,2026,Louisiana Tech,False,False,True,58.0,83.0,66.24,62.96,0.8756038647342996,1.318297331639136,1.318297331639136,0.8756038647342996,20251129alcornstatelouisianatech
alcorn-state,2026,Iowa State,False,False,True,68.0,132.0,79.96,81.56,0.8504252126063032,1.6184404119666502,1.6184404119666502,0.8504252126063032,20251203alcornstateiowastate
alcorn-state,2026,Baylor,False,False,True,56.0,113.0,80.08,78.12,0.6993006993006993,1.4464925755248335,1.4464925755248335,0.6993006993006993,20251219alcornstatebaylor
alcorn-state,2026,Ole Miss,False,False,True,43.0,79.0,68.6,67.52,0.6268221574344024,1.1700236966824644,1.1700236966824644,0.6268221574344024,20251229alcornstateolemiss
alcorn-state,2026,,,,,,,,,,,,,
alcorn-state,2026,Jackson State,False,False,True,86.0,89.0,71.56,70.0,1.2017887087758523,1.2714285714285714,1.2714285714285714,1.2017887087758523,20260103alcornstatejacksonstate
alcorn-state,2026,Alabama A&M,False,False,True,64.0,62.0,64.72,65.48,0.9888751545117429,0.946854001221747,0.946854001221747,0.9888751545117429,20260110alcornstatealabamaa&m
alcorn-state,2026,Alabama State,False,False,True,66.0,81.0,71.04,71.44,0.929054054054054,1.133818589025756,1.133818589025756,0.929054054054054,20260112alcornstatealabamastate
alcorn-state,2026,Texas Southern,True,False,False,71.0,72.0,63.12,62.519999999999996,1.1248415716096325,1.1516314779270633,1.1516314779270633,1.1248415716096325,20260117alcornstatetexassouthern
alcorn-state,2026,Prairie View A&M,True,False,False,76.0,75.0,73.04,68.36,1.04052573932092,1.0971328262141604,1.0971328262141604,1.04052573932092,20260119alcornstateprairieviewa&m
